soc10m,sc2010mg,N,w_human_E1,w_human_E2,emmr_human
5323  'Painters and decorators',532,29.05000025033951,.9560668170452118,1.019687086343765,.050461631
5330  'Construction and building trades supervisors',533,116.2000008225441,15.63502599671483,26.78883202560246,.24982308
5411  'Weavers and knitters',541,.2177419364452362,0,.5,.114507
5412  'Upholsterers',541,37.85000014305115,.6037026066333055,7.076035991311073,.10942458
5413  'Footwear and leather working trades',541,66.25000011920929,1.532361568883061,5.517726223915815,.064773202
5414  'Tailors and dressmakers',541,146.6500005125999,4.044147668406367,27.12063288129866,.12004407
"5419  'Textiles, garments and related trades n.e.c.'",541,26.24999991059303,2.188069246709347,6.535788994282484,.20784624
5421  'Pre-press technicians',542,15.40000003576279,.7339805029332638,7.399912555702031,.28791797
5422  'Printers',542,82.60000044107437,4.195642784237862,27.72714389488101,.21863456
5423  'Print finishing and binding workers',542,37.20000016689301,1.311569962650537,6.475013062357903,.12228701
5431  'Butchers',543,39.25000023841858,1.468545343726873,3.583770766854286,.083068296
5432  'Bakers and flour confectioners',543,47.10000032186508,5.09692675806582,6.634889464825392,.17864907
5433  'Fishmongers and poultry dressers',543,22.35000026226044,.881896585226059,.9671477973461151,.061094876
5434  'Chefs',543,36.70000022649765,6.017834715545177,7.356095943599939,.264193
5435  'Cooks',543,35.55000025033951,1.164337920024991,3.673960069194436,.084425256
5436  'Catering and bar mngrs',543,32.50000041723251,3.53241934068501,14.95328404009342,.33874035
"5441  'Glass and ceramics makers, decorators and finishers'",544,112.6499997973442,4.837818837724626,23.57211693376303,.14757104
5442  'Furniture makers and other craft woodworkers',544,109.3500001430511,2.539793411269784,19.77010028064251,.11362454
5443  'Florists',544,23.6000000834465,2.911664314568043,6.878549434244633,.26910758
5449  'Other skilled trades n.e.c.',544,100.6622650027275,1.748354700393975,16.74672939814627,.10055128
6121  'Nursery nurses and assistants',612,57.1500004529953,11.07087389752269,13.67438986897469,.31335202
6122  'Childminders and related occupations',612,71.70000052452087,16.87059584632516,12.27501986175776,.32089409
6123  'Playworkers',612,24.40000009536743,3.390874594449997,5.226344048976898,.24606748
6125  'Teaching assistants',612,52.95000022649765,5.949735501781106,12.35758657380939,.22905625
6126  'Educational support assistants',612,42.05000019073486,5.130235463380814,13.5171138048172,.28272989
6131  'Veterinary nurses',613,41.45000022649765,1.822978742420673,5.423604235053062,.10940364
6132  'Pest control officers',613,35.24999994039536,1.296876423060894,7.397045165300369,.14171344
6139  'Animal care services occupations n.e.c.',613,161.7000006437302,10.72860527411103,14.30066093802452,.11056856
6141  'Nursing auxiliaries and assistants',614,184.150001347065,16.8847386399284,53.88382791355252,.23799431
6142  'Ambulance staff (excluding paramedics)',614,18.59999996423721,.5566315278410912,3.600000023841858,.12670062
6143  'Dental nurses',614,20.20000010728836,.8463839441537857,5.889355301856995,.18767631
6144  'Houseparents and residential wardens',614,52.94999998807907,7.814214415848255,10.17815500497818,.24368823
6145  'Care workers and home carers',614,74.90000039339066,8.972798887640238,17.74252842739224,.2382385
6146  'Snr care workers',614,48.35000032186508,6.48525445908308,16.51096573099494,.30487564
6147  'Care escorts',614,7.800000071525574,.2558398135006428,1.71741135045886,.14289045
"6148  'Undertakers, mortuary and crematorium assistants'",614,83.8000003695488,8.392019633203745,18.15280126035213,.2084537
6211  'Sports and leisure assistants',621,73.80000019073486,11.18938114866614,21.15620847605169,.29495236
6212  'Travel agents',621,16.20000010728836,3.880276769399643,7.352287404239178,.46644571
6214  'Air travel assistants',621,62.10000038146973,6.872395597398281,16.20309216529131,.24112627
6215  'Rail travel assistants',621,62.85000056028366,8.649154871702194,20.54481941089034,.3010591
6219  'Leisure and travel service occupations n.e.c.',621,70.35000014305115,20.52305587008595,16.36486992612481,.40803826
6221  'Hairdressers and barbers',622,46.89999979734421,1.192031688988209,5.168688341975212,.080519743
6222  'Beauticians and related occupations',622,64.98771587386727,14.79646511748433,66.17963843420148,.73685133
6231  'Housekeepers and related occupations',623,24.65000009536743,1.789559558033943,2.216822683811188,.11756475
6232  'Caretakers',623,20.15000009536743,.3781534433364868,2.554111801087856,.082144387
6240  'Cleaning and housekeeping mngrs and supervisors',624,22.70000022649765,2.70776110701263,9.596550181508064,.33066237
7111  'Sales and retail assistants',711,32.95000010728836,7.242316488176584,8.231360517442226,.344704
7112  'Retail cashiers and check-out operators',711,22.95000016689301,5.072025749832392,4.886602494865656,.32746524
7113  'Telephone salespersons',711,10.5,4.182450257241726,4.128091607242823,.59490436
7114  'Pharmacy and other dispensing assistants',711,50.15000009536743,8.770536080002785,10.35894450545311,.27816567
7115  'Vehicle and parts salespersons and advisers',711,34.52611011266708,11.33387579023838,8.989214725792408,.45844966
7121  'Collector salespersons and credit agents',712,5.200000047683716,1.431772537529469,2.135307036340237,.48065886
"7122  'Debt, rent and other cash collectors'",712,76.85000038146973,12.04870203323662,32.52336825057864,.36838499
7123  'Roundspersons and van salespersons',712,14.70000010728836,2.298271287232637,4.097432836890221,.29571345
7124  'Market and street traders and assistants',712,15.15000003576279,3.645393084734678,4.250492487102747,.38090029
7125  'Merchandisers and window dressers',712,83.30000048875809,10.17633759602904,38.42838439717889,.35282749
7129  'Sales related occupations n.e.c.',712,56.35000038146973,20.8897015415132,18.16718782484531,.53191298
7130  'Sales supervisors',713,39.25,9.618960920721292,14.60509661212564,.43112126
7211  'Call and contact centre occupations',721,19.55000007152557,8.537140984088182,6.770160473883152,.60983229
7213  'Telephonists',721,19.25,8.965698517858982,5.801322810351849,.61643428
7214  'Communication operators',721,64.1500004529953,10.27777241170406,32.35840751975775,.41242364
7215  'Market research interviewers',721,42.00000023841858,8.540570206940174,18.59002512320876,.42465672
7219  'Customer service occupations n.e.c.',721,8.100000023841858,3.505837306380272,2.645756542682648,.5961377
