soc20m,N,w_gpt_E1,w_gpt_E2,w_human_E1,w_human_E2,emmr_gpt,emmr_human
1258,86.30000102519989,6.772184513509274,72.11742318421602,21.93696764856577,46.71063821017742,.4963024,.52482373
1259,138.3500008583069,21.11854621209204,91.58621115237474,32.51790574193001,61.63283246383071,.4836404,.45778331
2111,76.95000040531158,12.12922374531627,38.56890566088259,13.57304414734244,26.90840215608478,.40823492,.35123125
2112,232.9000006914139,23.88617828860879,148.6640669442713,50.02158163115382,91.76234788820148,.42171839,.41177654
2113,132.8000002503395,18.86637729220092,80.59202367067337,20.00425869971514,64.20289868861437,.44549993,.39236227
2114,80.35000038146973,10.58308817818761,59.18649477511644,21.16960496455431,37.97879973053932,.50001663,.49980092
2115,204.9500006437302,29.02479489147663,150.4934614785016,54.12700451165438,107.3051827587187,.5087657,.52588236
2119,29.95000022649765,1.326759915798903,15.50265297293663,8.970634538680315,6.416732519865036,.30310807,.40664443
2121,210.4000015258789,21.61399176344275,146.5527097210288,30.76858960092068,107.1202142387629,.45099974,.40080178
2122,121.2000017166138,21.57581533491611,74.31999390572309,22.9851237423718,52.39842216297984,.4846189,.40581134
2123,71.75000035762787,10.05125743150711,32.84003540128469,9.046207346022129,20.5934077128768,.36893764,.26958761
2124,69.65000021457672,17.91992191970348,36.60493718832731,14.07238120771945,25.85092713311315,.52006304,.38762161
2125,77.55000030994415,11.61302799731493,44.37137293070555,12.41180897317827,34.55100559256971,.43583125,.38281512
2126,80.20000034570694,14.53882192866877,50.02795168943703,14.94539035763592,39.10423841699958,.49317703,.43014351
2127,30.00000023841858,6.124020107090473,23.18824857473373,7.852050591260195,18.19291423261166,.59060478,.56495023
2129,422.0000033378601,63.90719487052411,233.0079374499619,72.45866480283439,181.5961248874664,.42751461,.38686427
2131,32.05000030994415,3.246700674295425,28.18554601073265,2.635345265269279,23.81355382502079,.54101324,.45373237
2132,216.650001168251,71.12221860140562,125.657198086381,57.37948338314891,121.2162088342011,.61828208,.54460001
2133,142.6999998688698,77.07769475877285,59.97365121915936,36.87212254665792,87.67587157711387,.75027692,.56559259
2134,92.70000064373016,54.24765636026859,35.86698747053742,22.34322620928288,63.29476730525494,.7786532,.58242297
2135,144.7500004172325,60.35127927735448,77.71162604540586,34.11650696769357,93.35948303341866,.68536854,.55817789
2136,38.55000030994415,26.97180734574795,10.36117846518755,12.76195280626416,21.33851747959852,.83404398,.60781354
2137,36.35000032186508,18.21652866154909,16.24308443069458,6.867485448718071,25.78899230435491,.72456867,.54365838
2139,78.6000007390976,45.35791847109795,29.42587723210454,20.66908459365368,47.95951282233,.76426023,.5680514
2141,75.85000044107437,36.58133715391159,34.45049212127924,23.13206772506237,45.76491577923298,.70938146,.6066516
2142,22.1000000834465,1.876575574278831,19.75173869729042,.5973323509097099,20.16944345831871,.53178483,.48335087
2151,85.85000026226044,6.427204839885235,70.72969605028629,27.06228260695934,43.15235247462988,.48680317,.56655163
2152,203.7000015377998,18.30606101453304,164.5509999766946,59.96849250793457,100.9610556177795,.49377301,.54221416
2161,43.55000007152557,8.675776086747646,28.62815368175507,11.50898116827011,21.14361146092415,.52789557,.50702149
2162,23.30000001192093,4.595475271344185,17.07393497228622,7.958845961838961,11.01440981030464,.56362414,.57794207
2211,41.80000030994415,5.172015074640512,30.1782730743289,6.652122233062983,16.58227839320898,.48471653,.35749429
2212,354.4500024914742,33.79617477580905,215.6140626557171,54.19964827224612,119.8193507567048,.3995012,.32193348
2221,34.25000035762787,3.96785519644618,11.87853789702058,5.754496991634369,11.55902745202184,.28925911,.33675945
2222,32.15000003576279,4.099622659385204,11.84970067068934,5.468765497207642,11.84748982265592,.31180319,.35435492
2223,35.14999997615814,4.996829807758331,20.49690786004066,5.872388780117035,16.21016135439277,.43372074,.39765206
2224,75.50000011920929,9.049323879182339,39.67695274949074,17.16701349616051,30.61713142693043,.38261986,.43014011
2225,41.65000003576279,3.62173093855381,24.27997410297394,7.693841949105263,16.6010023355484,.3784326,.38401785
2226,193.6500007510185,21.09602505713701,123.2686294987798,51.64033212140203,79.68754937127233,.42721578,.47241986
2229,240.6500006318092,23.41787331178784,114.1825159229338,49.90547088161111,78.76904321089387,.33454865,.37103674
2231,37.80000019073486,3.688876774162054,16.08252144604921,4.705014396458864,10.66843600571156,.31032109,.26558816
2232,22.85000002384186,2.463979013264179,9.839893143624067,3.584691420197487,9.120713844895363,.32314771,.35645726
2233,70.95000040531158,3.08570297062397,34.40913669764996,5.80131446942687,22.51506543904543,.28597987,.24043477
2234,33.10000032186508,2.066748704761267,18.13591149449348,6.394456950947642,10.00563076883554,.33639589,.34432846
2235,36.90000021457672,1.495960678905249,15.05921420454979,4.825907466933131,10.07412888854742,.24459533,.26728922
2236,67.15000027418137,2.567373614758253,38.06837444752455,10.99427896738052,20.12395182624459,.32169116,.31357044
2237,32.05000001192093,3.008964039385319,17.74930507689714,4.119547992944717,11.42663608491421,.37078366,.30679768
2240,33.90000015497208,2.876118294894695,11.21996674314141,3.390953160822392,7.24003766104579,.25032747,.20681334
2251,33.19999986886978,4.901104364544153,17.38476827740669,7.336914949119091,8.077267058193684,.40944242,.342637
2252,34.20000004768372,.6649729311466217,24.92894047498703,3.148619312793016,8.606333889067173,.38390183,.21788849
2253,81.60000032186508,3.641272775828838,26.11697428673506,6.777756504714489,14.36502388119698,.20465392,.17108172
2254,88.75000065565109,8.623832069337368,44.66749344021082,8.848446194082499,29.76546125113964,.3488178,.26739353
2255,37.10000020265579,3.384988658130169,7.856747679412365,2.782731279730797,10.38436659425497,.19712567,.21495727
2256,20.75000011920929,1.286029294133186,9.02097076177597,4.043288640677929,4.030491948127747,.2793501,.29197758
2259,284.7500015497208,27.29141141101718,151.9088805392385,50.06022363528609,92.00307003594935,.3625842,.33735472
2311,40.00000017881393,12.15871263667941,21.31820632889867,12.42325246706605,14.98993760719895,.57044542,.49795553
2312,33.95000010728836,7.521817792207003,18.41510951891541,7.224329927936196,15.38764302060008,.49276501,.43941537
2313,764.0500046610832,171.5457595121115,312.1494252681732,139.8484468832612,281.1295013912022,.42879453,.36700895
2314,42.00000023841858,6.045217398554087,16.55952297896147,6.724802635610104,14.18676691129804,.34107092,.32900444
2315,36.1500004529953,5.965903982520103,9.959074348211288,6.539721172302961,11.70238421857357,.30277845,.34276384
2316,126.1500004529953,14.80065358430147,48.36933682858944,18.72250713035464,43.52496122941375,.30903941,.32092738
2317,37.70000046491623,7.373411748558283,18.76897323131561,6.662628851830959,16.10787468403578,.44450659,.39035985
2319,132.2500010728836,19.0918795876205,72.75836451724172,28.34036028198898,46.7219080850482,.41944093,.39093623
2321,169.350000679493,14.58825443685055,124.078824788332,52.01829491555691,65.49212017655373,.45248106,.50052762
2322,38.35000032186508,4.27763893455267,25.61889979988337,9.145593382418156,16.26147594302893,.44555643,.45049104
2323,59.00000023841858,9.245210163295269,35.22839181870222,17.80150602012873,23.47209428623319,.45524418,.50063652
2324,23.00000011920929,3.697945065796375,14.31836029142141,6.063759069889784,11.15347569435835,.47204891,.50610858
2329,52.30000019073486,11.24447204358876,35.61386159062386,14.80522961914539,23.26507211104035,.55547613,.50550222
2411,53.5,3.36805022507906,41.90870328992605,7.49921952933073,27.80086612701416,.45462433,.39999351
2412,89.75000071525574,4.329121619462967,70.22285360097885,12.70121581852436,54.89364603161812,.43944901,.44733191
2419,69.95000040531158,17.65772652626038,45.67956738173962,23.34206265956163,35.61813481897116,.57894939,.58829349
2421,136.400001168251,22.75169476494193,104.4510351493955,30.93646043911576,85.30349833518267,.54968631,.53950298
2422,105.0000007152557,12.0682485923171,87.43857211619616,30.28651639074087,60.65913259238005,.53130984,.57729602
2423,37.24999994039536,5.735574923455715,29.35477529466152,12.33348976075649,21.16543485224247,.54799902,.61520022
2431,92.25000017881393,14.49693158268929,73.47319360077381,23.07408295944333,57.51369050145149,.55537701,.56185287
2432,46.75000005960464,4.095818683505058,36.5861003100872,7.301585353910923,31.81763519346714,.47890627,.49647921
2433,151.4000014662743,53.02954346127808,95.98462897539139,50.1299828402698,87.95710713230073,.66725135,.62158877
2434,53.80000025033951,11.040816873312,39.62310607731342,14.7553999684751,28.57672024518251,.5734641,.53984684
2435,9.450000107288361,3.853549659252167,4.747611060738564,3.945410504937172,4.268735442310572,.65897936,.64336276
2439,30.85000020265579,4.378092437982559,24.74386186897755,12.07105216383934,16.24075458198786,.54295051,.65450341
2440,98.90000015497208,12.98323897272348,79.10653362423182,22.67456226795912,56.92195394635201,.53120834,.51704288
2451,73.60000032186508,7.454352371394634,55.95313431322575,13.71132200956345,37.82589086890221,.48139837,.44326451
2452,96.35000050067902,11.18175985664129,77.04110685735941,22.15849671699107,56.58639358729124,.51585174,.52362943
2453,28.90000003576279,2.6879867836833,22.94023215770721,5.793044783174992,14.84056295454502,.48989975,.45720851
2454,79.30000030994415,9.6787737775594,54.00409869849682,10.98785602860153,39.4593953974545,.46255767,.38735881
2455,51.10000044107437,4.8547836933285,40.45008404552937,14.08617889881134,24.34649976715446,.49079892,.51388311
2461,90.90000075101852,11.86834285408258,45.56432708352804,24.55083545856178,32.61477410793304,.3811937,.44948539
2462,24.35000014305115,1.815234925597906,12.64195355772972,5.989669322967529,7.265376523137093,.33413601,.39516869
2463,33.15000009536743,4.773132637143135,7.920382454991341,6.217612408101559,5.416937209665775,.26344869,.26926339
2464,19.59999996423721,2.420788131654263,11.94598017632961,4.729960270226002,5.933172751218081,.42825398,.39268094
2469,53.80000025033951,7.39130274951458,25.92328467220068,12.61851386725903,24.65865249931812,.37830752,.46371451
2471,30.95000016689301,7.05901774764061,19.98785588145256,10.76509184390306,15.25612935423851,.55098373,.59428614
2472,127.7000004053116,14.43195688351989,76.84493082761765,25.24007461220026,55.69623748213053,.41389525,.41572586
2481,101.1500002741814,19.100306247361,65.34074934571981,20.76514452882111,49.56835799664259,.51182085,.45031461
2482,60.15000039339066,8.064568597823381,45.35211602598429,20.47721751593053,26.84943245910108,.51106608,.56362319
2483,41.25000035762787,4.648644465953112,26.39403426647186,9.755524344742298,17.67084584385157,.4326221,.45068961
2491,32.40000027418137,12.1647165864706,17.625283960253,10.64553881436586,13.48047313839197,.64744931,.53659803
2492,68.55000030994415,19.4768282584846,43.40161360055208,24.99028835818172,26.41633167862892,.60069489,.55723494
2493,75.30000019073486,19.97572687268257,49.57374676316977,25.4635535813868,36.19989924877882,.59445685,.57853258
2494,61.15000009536743,9.07078704610467,48.59142577648163,10.04045446962118,41.71152109652758,.54565006,.5052529
3111,130.7500007748604,16.84572801366448,48.45230791717768,22.90679961442947,34.31342100352049,.3141253,.30641308
3112,26.39999997615814,3.910582527518272,8.052632356062531,.8345633950084448,9.402010414749384,.30064011,.20968063
3113,53.3500000834465,5.158965714275837,18.81556833907962,7.05861858278513,12.45730688422918,.27304125,.24905851
3114,93.50000077486038,12.88285979256034,65.1599096506834,17.17948691546917,47.50606913119555,.48623329,.43778098
3115,30.70000016689301,2.516109677031636,16.27075539529324,2.111806800588965,13.42861772701144,.34695399,.28749561
3116,30.10000032186508,6.207615036517382,18.05341771245003,6.445830944925547,14.83343280479312,.50612372,.46054974
3119,30.35000014305115,4.061099519953132,18.31007039546967,5.893635725602508,12.46941106766462,.4354575,.39961585
3120,82.80000072717667,11.11455032601953,65.9371550604701,8.339414684101939,56.45255495607853,.5324049,.44161463
3131,87.50000065565109,55.80624973773956,25.97392804175615,24.36333578079939,50.81126633286476,.78620815,.56878823
3132,15.45000016689301,7.524665802717209,6.083895191550255,3.799484916031361,8.553300350904465,.68392318,.52272719
3133,59.49999964237213,40.93942002952099,17.83311973512173,15.91480612754822,39.29014578461647,.83791566,.59764504
3211,31.45000016689301,1.243660248816013,16.54819646477699,4.872286476194859,5.39270193874836,.30263144,.2406562
3212,27,5.861717082560062,9.954618148505688,4.760362312197685,7.995716191828251,.40144542,.32437852
3213,145.1500003933907,11.45328893885016,40.92270599678159,8.5591373257339,29.24845935497433,.21987352,.15972006
3214,92.70000064373016,6.67695108614862,33.1206873729825,11.96086590178311,24.76525473594666,.25067201,.2626051
3219,45.75000017881393,4.791363224387169,26.74335864186287,10.29221335425973,15.00335674732924,.39700639,.38893753
3221,73.45000022649765,9.132318794727325,38.24929801002145,15.54220553860068,27.17236594855785,.38471025,.39657438
3222,63.40000057220459,9.975377105176449,23.85186198726296,13.91451792605221,22.79233886301517,.3454465,.3992222
3223,16.10000020265579,1.359895423054695,11.71020387858152,5.234579458832741,7.803158968687057,.44813648,.56746328
3224,128.8500003814697,16.41087246313691,60.87950434535742,32.18043212220073,46.04756703972816,.36360595,.42843783
3229,130.7500007152557,22.95845782384276,71.24429403245449,35.22071987017989,52.17408047430217,.44803521,.46889299
3231,26.55000007152557,4.136508092284203,8.208490490913391,2.958352442830801,6.401234272867441,.31038618,.23197626
3232,36.05000025033951,3.842876814305782,10.73975399881601,7.036059942096472,9.905793476849794,.25555488,.33256468
3240,41.45000022649765,2.274983709678054,10.19709791056812,1.822978742420673,5.423604235053062,.17788981,.10940364
3311,55.05000030994415,5.460751876235008,8.794453606009483,3.575188964605331,9.522568188607693,.17907318,.15143457
3312,46.65000009536743,5.411708030849695,16.37073846906424,4.935715604573488,18.21966833621264,.29147005,.30108359
3313,81.35000020265579,8.776023177430034,19.84693603776395,16.72426542267203,11.40222778171301,.22986467,.27566537
3314,45.30000054836273,7.955984100699425,7.096031554043293,5.565070953220129,13.64485374838114,.25395143,.2734547
3319,114.2500007748604,14.71782635897398,68.42895709723234,15.34611600637436,52.36418781057,.4282915,.36348543
3411,111.8500008583069,4.872191801667213,82.82176824659109,7.269328691065311,61.25952514261007,.41379595,.33883855
3412,182.650000333786,108.5568160638213,65.46501005813479,93.67669218406081,60.74660100787878,.77355224,.67916775
3413,139.8500005602837,36.72415651008487,52.44173422455788,28.99419559165835,41.36666658520699,.45008954,.35522008
3414,51.74999994039536,3.8501006513834,14.02032247185707,5.971049677580595,7.275376856327057,.20986013,.1856761
3415,71.44999986886978,29.03841407969594,22.81147594749928,11.68067207932472,17.22509010881186,.56604832,.28401983
3416,109.5500003695488,15.97123758494854,75.76085290312767,17.86065887659788,57.4299196228385,.49157155,.42515397
3417,136.350000500679,10.55533259175718,77.07464727759361,4.427214741706848,51.16222894750535,.36004883,.22008309
3421,34.35000014305115,2.384658165276051,27.426518663764,3.346430987119675,21.36437128484249,.46864387,.40840223
3422,132.9500006437302,7.371647857129574,85.88672547787428,13.45925885625184,64.09253732860088,.37845063,.3422755
3429,125.0500005483627,7.62496180087328,82.48950161784887,10.91189968958497,59.8042425699532,.39080137,.32638162
3431,18.80000013113022,.9868987947702408,3.379234313964844,1.096095278859138,1.474439010024071,.14236787,.097516745
3432,297.2500007748604,40.61766903102398,130.8149948120117,54.3540628105402,76.98967967927456,.35668686,.31235963
3433,58.35000032186508,3.194770846515894,19.47976024448872,12.31336416304111,12.86664389073849,.22167353,.32127997
3511,105.0000002980232,13.32262996956706,43.08853732421994,3.548989206552505,48.85587986931205,.3320657,.26644695
3512,53.90000033378601,6.037869054824114,18.75604164600372,4.62928381562233,19.2410278879106,.28600907,.26437473
3520,59.45000022649765,14.95418000221252,40.33688095211983,9.829768277704716,38.94304293394089,.5907926,.49287283
3531,107.6000003218651,21.50262117385864,80.94398003071547,25.68022212013602,54.06942307949066,.5759722,.48991573
3532,32.25000011920929,5.779804114252329,24.81066417694092,8.270809534937143,18.37057948112488,.56388021,.54127437
3533,61.45000022649765,22.67915286123753,35.43487876653671,12.91220732405782,33.28678250312805,.65738964,.48096988
3534,90.55000072717667,16.97405904531479,69.78988900780678,19.85084501281381,58.83108313381672,.57282168,.54407936
3541,98.80000019073486,9.666642621159554,80.32041115313768,16.16572508960962,59.17665373161435,.50432032,.46309769
3542,33.50000029802322,9.600167140364647,22.74333213269711,10.75845757126808,16.18454213440418,.62602484,.56270832
3543,19.70000016689301,3.601626738905907,15.73334999382496,4.556679368019104,12.63407407701015,.5821473,.5519653
3544,36.69999998807907,15.93706978857517,19.77051792293787,14.41032426990569,18.85700444877148,.70360571,.64955932
3549,148.5999999046326,53.48694475740194,83.12703550606966,34.03829458728433,77.9325807467103,.63963974,.49128252
3551,23.60000002384186,2.113939112983644,19.09507563710213,3.161465976387262,13.40485150367022,.49413037,.41796151
3552,35.65000021457672,7.986348558217287,22.9447593614459,11.8293788023293,16.2319628149271,.54582685,.55947715
3553,29.40000021457672,1.931590251624584,24.1142101585865,5.945170599967241,16.39047613739967,.47580597,.48096627
3554,87.25000047683716,15.00275958329439,65.42287275195122,23.8561320528388,49.7071880325675,.54686755,.55827767
3555,95.25000041723251,5.027572512626648,80.03296069800854,20.06140038371086,45.63083170354366,.47290343,.45015031
3556,97.70000034570694,9.413860503584147,80.82479449361563,23.51940358430147,57.69692382216454,.50999242,.53600681
3557,142.350000679493,11.7015933021903,98.82188289240003,21.27806724980474,57.28003616258502,.42931181,.35067147
3560,74.20000010728836,21.01046433672309,43.87351963669062,23.51545008271933,35.37341873720288,.57880354,.55528516
3571,89.5000005364418,22.28277073055506,57.80502238869667,24.10536561906338,38.22693720459938,.57190257,.48289201
3572,25.60000026226044,2.782729461789131,15.24643116444349,4.559180974960327,11.86102982982993,.40648222,.40975374
3573,24.20000010728836,3.499552175402641,18.1475762873888,8.763151682913303,8.981376811861992,.5195595,.54767936
3574,29.30000013113022,2.585581585764885,21.33000941574574,8.09421344101429,9.515099830925465,.45223844,.43862674
3581,197.6500011086464,27.81184607744217,94.82545684278011,33.15457735955715,67.17810763418674,.38059485,.33768597
3582,92.85000032186508,6.174203280359507,58.6420775577426,24.54720600694418,29.48637562990189,.38228586,.42315987
4111,40.55000013113022,13.40962164849043,25.4434709995985,13.38981535285711,22.16114489734173,.64442313,.6034621
4112,45.60000038146973,10.65315840393305,30.14904586970806,13.36971985548735,24.10685688257217,.56420356,.55752516
4113,36.10000044107437,14.16530171409249,17.77462886273861,11.08184472098947,15.96602074429393,.63857663,.52811235
4121,33.10000020265579,9.452768597751856,23.00266133248806,6.423477133736014,19.98208874464035,.63305438,.49590698
4122,62.50000107288361,34.86918164044619,25.23384933173656,15.65526903793216,32.91200140863657,.75977767,.5137803
4123,59.00000089406967,17.19889548420906,26.13959178328514,15.12156002223492,15.74056713655591,.51302868,.38969225
4124,31.35000002384186,17.34485813230276,12.70670037716627,5.832966797053814,16.42574168741703,.75592369,.44803309
4129,87.2500005364418,27.72322525084019,50.7235569730401,23.27307319268584,42.6829481869936,.60842413,.51134151
4131,100.2500004172325,35.28960332367569,51.85472699254751,25.17833035252988,51.91122549772263,.61064303,.51006424
4132,83.40000021457672,33.63950836658478,45.73709109798074,21.19615773484111,43.23053177446127,.67755461,.51332641
4133,24.25000023841858,3.688792798668146,14.25699066370726,3.498415343463421,10.07831056416035,.44607374,.35206476
4134,21.30000013113022,3.249097339808941,15.24799172580242,4.83215693384409,10.06221179664135,.51047385,.46306399
4135,30.40000009536743,10.55171059072018,12.86411787196994,7.871729057282209,14.46519610658288,.5586766,.49685287
4136,35.50000011920929,7.028318546712399,26.38430435955524,9.713558062911034,17.44156794250011,.56959075,.51927722
4141,18.84999996423721,5.618801131844521,11.79875425994396,5.655743073672056,9.856596700847149,.61104393,.56148762
4142,29.00000017881393,6.255593631416559,18.39840379357338,5.540265422314405,12.50903010368347,.532924,.40671656
4143,28.00000023841858,4.79795490577817,18.95058441162109,6.804817348718643,12.37038683146238,.50975883,.46392894
4151,29.40000003576279,10.53113279491663,15.78955755382776,9.782407179474831,11.0820230320096,.62673169,.52120471
4152,15.10000002384186,8.872061938047409,5.58271836489439,3.561575092375278,10.44021758437157,.772412,.58156848
4159,89.45000046491623,52.12314573302865,30.64956108480692,28.3912266716361,46.63638598099351,.75402933,.57808185
4211,30.90000015497208,14.63055500388145,13.60617426596582,6.899313203990459,13.77338821440935,.69364536,.44614911
4212,17.6000000834465,6.991826396435499,8.24149052798748,5.491079762578011,10.03740404546261,.63139611,.59714669
4213,28.05000007152557,11.83456645533442,11.0403276309371,7.899856667965651,11.7095863558352,.61870694,.49036184
4214,9.400000095367432,2.307577818632126,6.578033857047558,3.433639034628868,4.159562826156616,.59538239,.58653408
4215,40.9000004529953,18.06706907227635,18.47410261258483,13.35064703598619,18.62639855593443,.66758239,.55412829
4216,19.55000013113022,4.562668971717358,9.73627869784832,8.75984837859869,4.861420631408691,.48239428,.57240707
4217,33.19999998807907,27.59342926740646,5.180499330163002,4.538874462246895,24.82297575473785,.90914696,.51055306
5111,128.1000000834465,5.369924437254667,23.97208216320723,5.547616665251553,17.58167676441371,.13548763,.11193173
5112,26.35000020265579,1.552323959767818,10.54266707226634,1.958825834095478,4.34372977912426,.25896233,.15676245
5113,68.65000051259995,3.156221233308315,18.2270517796278,1.957419611513615,14.53723099827766,.17872901,.13439235
5114,26.75000029802322,0,4.011048346757889,.2849206402897835,2.247270815074444,.074972868,.0526563
5119,116.0000009536743,4.902216400951147,36.43770992569625,7.531196981668472,21.77859224006534,.19931959,.15879735
5211,59.94999986886978,1.914370242506266,6.355150908231735,1.313898255117238,4.870375843718648,.084936544,.06253688
5212,59.05000030994415,2.237341852858663,5.703611083328724,1.162817355245352,7.31624246109277,.086183697,.081641637
5213,90.45000028610229,4.438489006832242,5.962106082588434,1.726022262126207,6.955068508163095,.082029209,.057529647
5214,36.55000030994415,1.112256145104766,4.34377234429121,.3235035985708237,3.184964725747705,.089853413,.052420955
5221,38.30000048875809,8.909828764386475,3.306207677349448,1.024176578037441,12.68128774687648,.2757946,.19229296
5222,66.15000075101852,9.401910479180515,10.34378898888826,1.786887121386826,14.65151330642402,.2203145,.13775727
5223,252.2000017762184,34.1769084520638,52.55446182284504,19.06552957370877,50.80025430209935,.23970713,.17631109
5224,87.99999994039536,13.12012528255582,21.11844238266349,7.544921380467713,18.62800829857588,.26908347,.1915787
5225,30.70000016689301,1.649432733654976,5.312795532867312,1.250155596062541,5.174147460609674,.14025506,.12499119
5231,161.750001013279,11.05696404539049,22.73088761232793,9.70918245613575,20.9443051526323,.13862385,.12476869
5232,35.20000034570694,.2287542447447777,4.658970654010773,.490494042634964,1.058445654809475,.072677262,.028969228
5233,38.40000003576279,.1740765506401658,4.279951624572277,.9150051595643163,1.217876333743334,.060261779,.039686024
5234,43.20000046491623,4.347610434517264,6.538685029372573,1.335356932133436,8.954313471913338,.17631835,.13454893
5235,28.70000016689301,1.392492340877652,2.932429481297731,.1401214394718409,5.124474544078112,.099606521,.094158843
5236,27.55000030994415,1.55349276214838,1.995588548481464,1.579937040805817,1.928088463842869,.092605703,.092340514
5241,112.5000008940697,6.781064305454493,29.65295924805105,6.650470106862485,24.90019940771163,.19206706,.16978285
5242,23.25000011920929,3.002221968024969,4.146454066038132,2.150720454752445,4.053645126521587,.21829888,.17967927
5243,22.50000011920929,2.050458900630474,5.006119780242443,1.252446599304676,6.297254826873541,.20237862,.19560328
5244,31.75000005960464,19.52040539681911,8.85164837539196,8.104270685464144,14.6204651594162,.75421196,.48549616
5245,26.75000023841858,3.452647566795349,6.849536783993244,2.719230629503727,4.856133457273245,.25709966,.19242233
5246,33.95000010728836,4.293973470106721,10.12155288085341,2.586285334080458,7.520299151539803,.27554491,.18693475
5249,73.00000065565109,7.595182824879885,16.78162508830428,3.677490063011646,15.39638308435678,.21898624,.15583125
5250,21.95000010728836,3.157691317610443,10.3332420065999,1.437959277071059,7.370489989407361,.37923974,.23340338
